Quick Beef Stew with Mushrooms and White Beans,"Beef stew, quickly prepared with top sirloin steak, white beans, carrots, onions, tomatoes, and mushrooms.","['Dinner', 'Soup', 'Stew', 'Gluten-Free', 'Beef']",10 minutes,40 minutes,Serves 4-6,"['4-5 ounces of cremini or button mushrooms, quartered', '4-5 ounces some other fresh mushroom, shiitake, oyster, chanterelle, etc.', '1 1/2 pounds boneless beef top sirloin steak, cut into 1-inch cubes', '2 tablespoons extra virgin olive oil', 'Salt', '2 medium carrots, cut into 1/4 inch thick slices', '1 medium onion, cut lengthwise into thin wedges', '2 garlic cloves, sliced thin', '1/2 cup dry white or red wine (can sub beef or chicken broth)', '16-ounce can small white beans (such as Great Northern, navy, or cannellini), rinsed, drained', '14 1/2-ounce can diced tomatoes with garlic and onion, undrained', 'Chopped parsley for garnish']","['Dry sauté the mushrooms:\xa0Put a large skillet over high heat and add all the mushrooms. Shaking the pan from time to time to prevent the mushrooms from sticking, dry sauté them until they being to release their water. Keep cooking until the mushrooms begin to brown. Remove to a bowl and set aside.']",https://www.simplyrecipes.com/wp-content/uploads/2011/01/quick-beef-stew-mushrooms-vertical-a-1200.jpg,Elise Bauer
Veal Goulash with Sauerkraut,"Veal cooked with onions, tomatoes, and served with a paprika sour cream sauce over sauerkraut.  Also known as Szegedine Goulasch, an Austrian goulash.","['Dinner', 'Stew', 'German', 'Low Carb', 'Beef', 'Braised Beef', 'Sauerkraut', 'Veal']",10 minutes,"1 hour, 30 minutes",Serves 8,"['4 tablespoons unsalted butter or rendered beef fat', '2 pounds of veal, cut into 1 1/2-inch cubes', '1 1/2 cups sliced onions, sliced root to tip, 1/4-inch thick slices', '1 teaspoon minced garlic', '1 teaspoon salt, plus more to taste', '1/2 teaspoon black pepper', '1 cup canned crushed tomatoes, or chopped fresh ripe tomatoes', '1 cup full-fat sour cream', '2 teaspoons paprika', '2 teaspoons caraway seeds, chopped or crushed in a mortar with pestle', '2 28-30 ounce jars sauerkraut (we recommend Bubbies, in the refrigerated section of the grocery store)', '3 tablespoons chopped fresh parsley']","['Lightly brown the veal:\xa0Heat butter or beef fat in a large sauté pan on medium high heat. Pat dry the cubed veal. Sprinkle with salt and add to pan. Working in batches, sauté the meat until the meat is just beginning to brown.']",https://www.simplyrecipes.com/wp-content/uploads/2012/01/veal-goulash-sauerkraut-horiz-a-1800.jpg,Elise Bauer
Slow Cooker Pot Roast,Slow Cooker Pot Roast with potatoes and mushrooms is comfort food at its finest. Let it cook all day in the slow cooker or Crockpot. Dinner is ready when you are!,"['Entertaining', 'Family-Friendly', 'Video', 'Dinner', 'Favorite Fall', 'Favorite Winter', 'Comfort Food', 'Make-ahead', 'Slow Cooker', 'Gluten-Free', 'Low Carb', 'Beef', 'Beef Roast', 'Chuck Roast', 'Pot Roast']",25 minutes,8 hours,6 servings,"['2 teaspoons kosher salt', '2 teaspoons fresh cracked pepper', '2 teaspoons garlic powder', '3 pounds beef chuck arm or rump roast', '1 tablespoon canola oil', '5 sprigs fresh thyme', '1 large onion, quartered, peeled', '1 bay leaf', '3/4 cup red wine', '3 tablespoons Worcestershire sauce', '2 cups beef stock', '3 large cloves garlic, smashed', '8 ounces cremini mushrooms, halved', '6 carrots, peeled and halved', '1 1/2 pounds baby potatoes, halved', '2 tablespoons cornstarch']","['Season and sear the roast: Combine salt, pepper, and garlic powder. Rub onto all sides of the roast.']",https://www.simplyrecipes.com/wp-content/uploads/2019/10/Slow-Cooker-Pot-LEAD-4.jpg,Summer Miller
Slow Cooker Ranch Pot Roast,"Slow cookers save the day when it comes to weeknight cooking, and this flavor-packed Slow Cooker Ranch Pot Roast proves it time and time again. A classic recipe, revamped with zesty Hidden Valley® Ranch seasoning!","['Family-Friendly', 'Dinner', 'Favorite Fall', '1-Pot', 'Comfort Food', 'Beef', 'sponsored']",15 minutes,8 hours,8 servings,"['4 pounds beef chuck or round roast', '1-ounce (4 tablespoons) HIDDEN VALLEY® ORIGINAL RANCH® SEASONING & SALAD DRESSING MIX SHAKER', '1 cup low-sodium beef or chicken stock', '3 garlic cloves', '1 1/2 pounds new potatoes, halved, or quartered if on the large side', '5 large carrots, peeled and cut into 1-inch chunks', '8 ounces peeled pearl onions', '2 tablespoons chopped fresh parsley (for garnish)']","['Season the meat: Set the beef on a plate and sprinkle it with the Hidden Valley® Original Ranch® Seasoning, Salad Dressing & Recipe Mix, rubbing it into the meat.']",https://www.simplyrecipes.com/wp-content/uploads/2020/09/Hidden-Valley-Ranch_24-09-13-1611.png,Simply Recipes Partners
Steak on the Stovetop,"Get a restaurant-quality steak in the comfort of your own kitchen by making steak on your stovetop. The secret to success is a hot skillet, a good exhaust fan, and a butter and herb baste at the end. ","['Cooking for Two', 'Dinner', ""Father's Day"", ""Valentine's Day"", '1-Pot', 'Quick and Easy', 'Skillet Recipe', 'Low Carb', 'Paleo', 'Beef', 'Porterhouse', 'Ribeye', 'Steak', 'Strip Steak']",30 minutes,10 minutes,2 servings,"['One 3/4- to 1-pound steak, 3/4- to 1-inch thick, such as ribeye, strip, or porterhouse', 'Kosher salt', '2 tablespoons unsalted butter, optional', 'A few sprigs fresh thyme or rosemary, optional', 'Flaky sea salt, for sprinkling, optional']",['Pat the steak dry: Pat the steak dry with paper towels and season it liberally with salt all over; let rest at room temperature for 30 minutes.'],https://www.simplyrecipes.com/wp-content/uploads/2020/03/How-To-Cook-LEAD-9.jpg,Aaron Hutcherson
Chicken Fried Steak,"To make classic Chicken Fried Steak, pound steak cutlets thin, then bread and fry. Serve with rich country gravy. Chicken Fried Steak is a Southern favorite!","['Video', 'Brunch', 'Dinner', 'Comfort Food', 'Southern', 'Beef', 'Steak']",20 minutes,20 minutes,Serves 4,"['4 quarter-pound cube steaks (pre-tenderized) or round steaks', 'A sprinkling of salt for pre-salting the meat', '2 cups flour, for breading', '2 teaspoons Kosher salt, for breading', '1 1/2 teaspoons garlic powder', '1/2 teaspoon cayenne', '2 large eggs, beaten', '1/2 cup milk', 'Canola oil, peanut oil, extra virgin olive oil, or other fat for frying', '3 tablespoons pan drippings', '3 tablespoons flour', '1/4 cup whipping cream', '1 3/4 cups milk', 'Salt', 'Freshly ground black pepper']","['Pound steaks to an even thinness:\xa0If you are using round steak instead of the pre-tenderized cube steak, you will need to pound the steaks thin or they will be way too chewy. (Already tenderized cube steaks can also use some meat mallet attention to get more thin.)']",https://www.simplyrecipes.com/wp-content/uploads/2018/07/Chicken-Fried-Steak-LEAD-1.jpg,Elise Bauer
Reuben Casserole,"Reuben casserole is a great way to use up leftover corned beef or to make a quick weeknight meal using pastrami from the deli. It has all the flavor of a Reuben sandwich, but very little hands-on time. Just mix it together, and pop it in the oven!","['Dinner', 'Favorite Fall', 'Favorite Spring', ""St. Patrick's Day"", 'Casserole', 'Comfort Food', 'Freezer-friendly', 'Make-ahead', 'Beef', 'Cheese', 'Corned Beef', 'Sauerkraut']",30 minutes,45 minutes,Serves 6-8,"['8 slices (9 ounces) seeded sliced rye bread', '8 ounces cream cheese, room temperature', '1 1/2 pounds sliced pastrami or corned beef (from the deli or homemade)', '8 ounces sliced Swiss cheese', '22 ounces (2 3/4 cups) sauerkraut, drained', '1 1/2 cups Thousand Island dressing', '2 teaspoons caraway seeds', '1/2 teaspoon kosher salt', 'Butter for the baking dish']",['Prepare the pan and heat the oven: Butter a 9x13 baking dish and preheat the oven to 350°F.'],https://www.simplyrecipes.com/wp-content/uploads/2020/03/Reuben-Casserole-LEAD-9.jpg,Summer Miller
Quick and Easy Corned Beef Omelet,"Eggs and corned beef hash come together for the perfect, hearty and delicious breakfast omelet. This recipe is a great way to use up leftover corned beef from St. Patrick's Day.","['Brunch', ""St. Patrick's Day"", 'Budget', 'Comfort Food', 'Quick and Easy', 'Skillet Recipe', 'Beef', 'Cheese', 'Corned Beef', 'Egg', 'Parmesan']",10 minutes,15 minutes,1 omelet,"['1 teaspoon olive oil', '1 tablespoon minced onion', '1/4 cup finely diced potatoes (from 1 small red or yellow potato)', '1/4 cup finely diced corned beef', 'A few pinches of salt', '1 teaspoon unsalted butter', '2 large eggs', '2 tablespoons milk', '2 tablespoons grated Parmesan cheese', 'Pinch of salt and pepper', 'Fresh parsley, garnish']","['Make the corned beef hash:\xa0Warm the oil over medium heat, then add the potatoes and onions. Cook until the onions are translucent and the potatoes are cooked through, 5 to 7 minutes. Add the corned beef and a few pinches of salt, and cook until warmed through. Taste and add more salt if needed.']",https://www.simplyrecipes.com/wp-content/uploads/2020/02/Corned-Beef-Omelet-LEAD-4.jpg,Nick Evans
Easy Beef Brisket,"Easy 3-ingredient Beef Brisket! Here's how to cook beef brisket in oven, slathered in a mixture of BBQ sauce and soy sauce. Just wrap in foil, and bake until falling apart tender. This beef brisket is simple and delicious.","['Video', 'Dinner', 'Passover', 'Comfort Food', 'Paleo', 'Beef', 'Braised Beef', 'Brisket']",10 minutes,3 hours,Serves 8,"['3 to 4 pounds of a brisket cut of beef', '3/4 cup barbecue sauce', '1/4 cup soy sauce', '1 cup of water']",['Preheat oven to 300ºF.'],https://www.simplyrecipes.com/wp-content/uploads/2015/04/easy-beef-brisket-vertical-a2-1200.jpg,Elise Bauer
Corned Beef and Cabbage,Here's the BEST Corned Beef and Cabbage for your St. Patrick's Day Party! We give you 2-ways to make it—boiled in spiced water the traditional way or baked with cloves and sweet hot honey mustard. Either way is delicious.,"['Video', 'Dinner', ""St. Patrick's Day"", 'Comfort Food', 'Irish', 'Beef', 'Cabbage', 'Corned Beef']",10 minutes,"2 hours, 30 minutes",Serves 4 to 6,"['3 pounds corned beef (in package)', '10 whole cloves', '1/4 cup hot sweet honey mustard', '2 tablespoons brown sugar', '3 pounds corned beef (in package, including spice packet)', 'Extra virgin olive oil and butter', '1 medium yellow onion, chopped', '1 cloves garlic, minced', '1 large head of cabbage, sliced into 3/8-inch to 1/2-inch wide slices', 'Salt', '1 large head of cabbage, sliced into 3/8-inch to 1/2-inch wide slices', 'Additional vegetables such as a couple carrots (cut to 1 inch pieces) or several new potatoes (quartered)']",['rned Beef (Baked)'],https://www.simplyrecipes.com/wp-content/uploads/2019/03/Corned-Beef-Cabbage-LEAD-1.jpg,Elise Bauer
Dad’s Stuffed Bell Peppers,"These Stuffed Bell Peppers are such a classic. They're made with a mix of ground beef, rice, onions, tomatoes, and spices. No need to pre-cook the filling — just stuff, bake, and serve!","['Video', 'Dinner', 'Comfort Food', 'Make-ahead', 'Gluten-Free', 'Beef', 'Bell Pepper', 'Ground Beef', 'Meatloaf', 'Stuffed Pepper']",10 minutes,50 minutes,Serves 4-6,"['1 1/2 cup of cooked\xa0white rice (from about 3/4 cup raw rice)', '4 to 6 bell peppers, any color', '5 tablespoons extra-virgin olive oil', '1 medium yellow onion, peeled and chopped', '1 clove garlic, peeled and chopped', '1 pound lean ground beef', '1 cup chopped tomatoes, fresh or canned (if using can, drain of excess liquid first)', '1 tablespoon chopped fresh oregano, or 1 teaspoon of dried oregano', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1/2 cup ketchup', '1/2 teaspoon of Worcestershire Sauce', 'Dash of Tabasco sauce']","[""Cook the rice (if needed):\xa0If you are starting with raw rice, you'll need to cook it first. Cook the rice following the directions on the rice package.""]",https://www.simplyrecipes.com/wp-content/uploads/2003/08/dads-stuffed-bell-peppers-vertical-a-1800.jpg,Elise Bauer
Easy Shepherd’s Pie,"American favorite shepherd's pie recipe, casserole with ground beef, vegetables such as carrots, corn, and peas, topped with mashed potatoes.","['Video', 'Dinner', 'Budget', 'Casserole', 'Comfort Food', 'Pantry Meal', 'Gluten-Free', 'Beef', 'Ground Beef', 'Potatoes']",15 minutes,50 minutes,Serves 4,"['1 1/2 to 2 pounds potatoes (about 3 large potatoes), peeled and quartered', '8 Tablespoons (1 stick) butter', '1 medium onion, chopped (about 1 1/2 cups)', '1-2 cups vegetables—diced carrots, corn, peas', '1 1/2 lbs ground round beef', '1/2 cup beef broth', '1 teaspoon Worcestershire sauce', 'Salt, pepper, other seasonings of choice']","['Boil the potatoes: Place the peeled and quartered potatoes in\xa0medium sized pot. Cover with at least an inch of cold water. Add a teaspoon of salt. Bring to a boil, reduce to a simmer, and cook until tender (about 20 minutes).']",https://www.simplyrecipes.com/wp-content/uploads/2006/04/shepherds-pie-horiz-a-1600.jpg,Elise Bauer
Lasagna,"This classic lasagna is made with an easy meat sauce as the base. Layer the sauce with noodles and cheese, then bake until bubbly! This is great for feeding a big family, and freezes well, too.","['Video', 'Dinner', 'Casserole', 'Comfort Food', 'Freezer-friendly', 'Italian', 'Beef', 'Lasagna', 'Pasta and Noodles', 'Tomato Sauce']",15 minutes,"1 hour, 30 minutes",Serves 8,"['Extra virgin olive oil', '1 pound lean ground beef (chuck)', '1/2 onion, diced (about 3/4 cup)', '1/2 large bell pepper (green, red, or yellow), diced (about 3/4 cup)', '2 cloves garlic, minced', '1 28-ounce can good quality tomato sauce', '3 ounces (half a 6-oz can)\xa0tomato paste', '1 14-ounce can crushed tomatoes', '2 tablespoons chopped fresh oregano, or 2 teaspoons dried oregano', '1/4 cup chopped fresh parsley (preferably flat leaf), packed', '1 tablespoon Italian Seasoning', 'Pinch of garlic powder and/or garlic salt', '1 tablespoon red or white wine vinegar', '1 tablespoon to 1/4 cup sugar (to taste, optional)', 'Salt', '1/2 lb dry lasagna noodles (requires 9 lasagna noodles - unbroken)', '15 ounces Ricotta cheese', '1 1/2 lb (24 ounces) Mozzarella cheese, grated or sliced', '1/4 lb (4 ounces) freshly grated Parmesan cheese']","['Put pasta water on to boil:\xa0Put a large pot of salted water (1 Tbsp salt for every 2 quarts of water) on the stovetop on high heat. It can take a while for a large pot of water to come to a boil (this will be your pasta water), so prepare the sauce in the next steps while the water is heating.']",https://www.simplyrecipes.com/wp-content/uploads/2004/12/lasagna-horiz-a-2000.jpg,Elise Bauer
Roast Beef Tenderloin with Sautéed Mushrooms,"Roast Beef Tenderloin, seared then oven roasted, served with mushrooms sautéed in the pan drippings with butter and herbs.","['Dinner', 'Christmas', 'Favorite Winter', 'Holiday', ""Valentine's Day"", 'Gluten-Free', 'Low Carb', 'Paleo', 'Beef', 'Beef Roast', 'Mushroom']",15 minutes,45 minutes,Serves 4,"['1 3/4 to 2 pound piece of beef tenderloin (preferably a piece cut from the center of the tenderloin), trimmed of excess fat and silverskin', '1 teaspoon kosher salt', '1/2 teaspoon coarse black pepper', '1 1/2 tablespoons extra virgin olive oil', '1 pound cremini mushrooms, sliced into 1/8 to 1/4-inch thick slices', '3 Tbsp butter', '1 teaspoon salt (use 1/2 teaspoon if using salted butter)', '2 Tbsp minced shallots', '2 Tbsp minced garlic', '1 1/2 teaspoons of Herbs de Provence or a teaspoon of dried tarragon']","['Salt and pepper roast, let sit at room temp: Remove roast from refrigerator 1 to 2 hours before cooking so that it has time to come\xa0close to room temperature. Sprinkle all sides with salt and pepper and set aside.']",https://www.simplyrecipes.com/wp-content/uploads/2015/02/roast-beef-tenderloin-vertical-a-1200.jpg,Elise Bauer
Beef Wellington,"Perfect Beef Wellington! Beef tenderloin fillet, coated with mustard, mushroom duxelles, ham, wrapped in puff pastry and baked. Based on Gordon Ramsay Beef Wellington recipe.","['Dinner', 'Christmas', 'Holiday', 'Beef', 'Steak']",10 minutes,2 hours,Serves 4,"['1 pound beef tenderloin filet', 'Salt and pepper', 'Extra virgin olive oil', '1 pound mushrooms (we used half cremini, half shiitake)', '4 thin slices ham (Parma ham if you can get it) or prosciutto', ""2 tablespoons yellow mustard (we used Coleman's Original English Mustard)"", '7 ounces puff pastry (needs 3 hours to defrost in refrigerator if using frozen)', '2 egg yolks, beaten']",[' Sear filet on all sides: Season the fillet generously with salt and pepper. Heat a tablespoon or two of oil in a large pan on high heat. Sear the fillet in the pan on all sides until well browned (hint: do not move the fillet until it has had a chance to brown).'],https://www.simplyrecipes.com/wp-content/uploads/2009/06/beef-wellington-horiz-a2-1800.jpg,Elise Bauer
Grilled Marinated Flank Steak,"This Grilled Marinated Flank Steak is melt-in-your-mouth delicious! A marinade made with soy sauce, honey and garlic makes this cut extra delicious.","['Video', ""Father's Day"", 'Favorite Summer', 'Fourth of July', 'Grill', 'Low Carb', 'Paleo', 'Beef', 'Flank Steak', 'Steak']",10 minutes,20 minutes,Serves 6,"['1/3 cup extra virgin olive oil', '2 cloves garlic, minced', '2 tablespoon red wine vinegar', '1/3 cup soy sauce', '1/4 cup honey', '1/2 teaspoon freshly ground black pepper', '2 pounds flank steak']",['Marinate the steak: Combine the marinade ingredients in a large non-reactive bowl.'],https://www.simplyrecipes.com/wp-content/uploads/2015/06/grilled-marinated-flank-steak-vertical-a2-1200.jpg,Elise Bauer
Italian Pot Roast,"Italian pot roast! Rump or chuck beef roast, first browned in olive oil, then slow cooked in a sofritto base of carrots, celery, and onion, with Italian plum tomatoes and red wine.","['Dinner', 'Favorite Winter', '1-Pot', 'Italian', 'Gluten-Free', 'Beef', 'Beef Roast', 'Braised Beef', 'Pot Roast']",10 minutes,4 hours,Serves 8,"['3 1/2 to 4 pound rump or chuck beef roast', '1 teaspoon salt plus more to taste', '1/2 teaspoon freshly ground black pepper', '1/4 cup extra virgin olive oil', '1 large carrot, diced (about 1 cup)', '1 large celery stalk, diced (about 1 cup)', '1 medium red onion, diced (1 to 1 1/2 cups)', '2 garlic cloves, finely minced', '2 tablespoons chopped fresh flat-leaf parsley', '1 bay leaf', '1 tablespoon finely chopped fresh sage', '3 cups medium-bodied Italian red wine (we used a Barbera)', '1 28-ounce can Italian plum tomatoes, put through a food mill to remove the seeds']","['Sear the roast: Trim some of the fat from the meat. Pat dry with paper towels. Season generously with the salt and pepper. Heat the oil in a large, heavy pot or Dutch oven over medium-high heat.']",https://www.simplyrecipes.com/wp-content/uploads/2007/02/italian-pot-roast-horiz-a-1200.jpg,Elise Bauer
Beef Roast Braised in Red Wine,"Not your everyday pot roast recipe! Beef roast braised in red wine, with pancetta, onions, carrots, celery, tomato, and garlic.","['Dinner', 'Favorite Winter', '1-Pot', 'Gluten-Free', 'Beef', 'Beef Roast', 'Braised Beef', 'Chuck Roast', 'Pot Roast', 'Zinfandel']",15 minutes,"3 hours, 30 minutes",Serves 6,"['1 (3 1/2 pound) chuck roast, boneless', 'Salt and ground black pepper', '4 oz pancetta, cut into 1/4-inch cubes', '2 medium onions, chopped medium (about 2 cups)', '2 medium carrots, chopped medium (about 1 cup)', '2 ribs celery, chopped medium (1 cup)', '1 Tbsp tomato paste', '3 medium cloves garlic, minced or pressed through garlic press (about 1 tablespoon)', '1 (750 ml) bottle Zinfandel wine (can substitute Cabernet Sauvignon, or other full bodied red wine)', '1 can (14 1/2 ounces) diced tomatoes, drained', '1 Tbsp chopped fresh oregano', '1 teaspoon minced fresh rosemary']","['Salt the roast and let sit at room temp while you prep the vegetables:\xa0If your roast is very fatty, trim some of the fat. But it is important to keep some fat, as this will keep the roast moist while braising. In many supermarkets chuck roasts will already be properly trimmed.']",https://www.simplyrecipes.com/wp-content/uploads/2011/12/beef-roast-braised-zinfandel-horiz-a-1200.jpg,Elise Bauer
Grilled Tri-Tip Steak with Bell Pepper Salsa,"Grilled, marinated tri tip steak with a salsa made with green bell peppers, garlic, and scallions. Also called sirloin tip, culotte steak, triangle steak, and Santa Maria-style barbecue.","['Dinner', 'Grill', 'Salsa', 'Low Carb', 'Beef', 'Beef Roast', 'Steak', 'Tri tip']",5 minutes,30 minutes,Serves 6,"['2 tablespoons soy sauce', '2 tablespoons sherry vinegar or apple cider vinegar', '2 tablespoons extra virgin olive oil', '4 garlic cloves, minced', '1/4 teaspoon freshly ground black pepper', 'One\xa02-pound tri-tip steak or roast', 'Salt', 'Freshly ground black pepper', '1 large bell pepper (any color), stem and seeds removed, finely chopped', '4\xa0green onions, thinly sliced, white and green parts', '1\xa0garlic cloves,\xa0finely chopped (1 teaspoon)', '2 tablespoons chopped parsley, basil, or arugula', '1/4 teaspoon red chile flakes', '2 tablespoons apple cider or red wine vinegar', '2 tablespoons extra virgin olive oil', 'Salt and freshly ground black pepper to taste']","['Marinate the steak: Prepare the marinade in a large bowl, stirring together all of the marinade ingredients. Place steak in the bowl and coat on all sides with the marinade. Marinate for 20\xa0minutes while you are preheating the grill.']",https://www.simplyrecipes.com/wp-content/uploads/2011/05/grilled-tri-tip-steak-bell-pepper-salsa-vertical-a-1400.jpg,Elise Bauer
Grilled Polish Sausage and Sauerkraut,"Grilled Polish Sausage and Sauerkraut! Here's how to cook Polish sausage with sauerkraut and onions, simmered in beer, and spiced with caraway seeds. A summer BBQ staple!","['Dinner', ""Father's Day"", 'Favorite Summer', 'Fourth of July', 'Game Day', 'Comfort Food', 'Grill', 'Beer', 'Kielbasa', 'Sauerkraut', 'Sausage', 'Sausage and Sauerkraut']",5 minutes,1 hour,Serves 4-6,"['2-3 pounds kielbasa, Polish sausage or bratwurst', '1 to 2 light-colored (not dark) beers', '1 to 1 1/2 pints of sauerkraut', '2 medium yellow onions, thickly sliced', '2 Tbsp vegetable oil', '1 teaspoon salt', '1/2 teaspoon celery seed', '1 Tbsp. caraway seed', 'Mustard']","[""Grill the sausages slowly over medium heat, allowing them to get well browned. Be patient; do not be tempted to grill the links over high heat, or they will break open and the juices and fat will drain into the grill (they may break open anyway, but they'll break less if you cook them slowly).""]",https://www.simplyrecipes.com/wp-content/uploads/2010/06/grilled-polish-sausage-vertical-a-1800.jpg,Elise Bauer
Rabbit Braised in Belgian Ale,"Rabbit, seared and braised with onions, celery root, and Belgian ale.","['Dinner', 'Belgian', 'Beer', 'Celery Root', 'Rabbit']",20 minutes,"1 hour, 15 minutes",Serves 4,"['One 2 1/2 to 3 pound rabbit, cut into 6 to 7 serving pieces (2 front legs, 2 back legs, the loin cut into 2 to 3 pieces), plus ribs and flap meat', 'Salt', '1/2 cup all purpose flour for dredging', '2 tablespoons extra virgin olive oil', '2 tablespoons butter', '2 medium onions, sliced stem to root (about 2 1/2 cups sliced)', '4-6 whole cloves of garlic, peeled', '6 sprigs of fresh thyme, tied together with kitchen string (or 1/2 teaspoon dried thyme)', '1 1/2 cups of Belgian ale, such as Chimay or Ommengang', '1/2 cup of chicken stock', '1/2 teaspoon salt', '1/2 teaspoon freshly ground black pepper', '1 celery root, peeled and diced', '2 teaspoons whole grained mustard', '2 teaspoons brown sugar', '1 tablespoon chopped fresh parsley']","['Sprinkle rabbit pieces with salt: Place rabbit pieces on a platter, sprinkle both sides with kosher salt. Let sit for 30 minutes to an hour.']",https://www.simplyrecipes.com/wp-content/uploads/2013/10/rabbit-braised-belgian-ale-vertical-a-1800.jpg,Elise Bauer
Beer Braised Chicken and Onions,"Chicken thighs with onions, browned in butter and braised in dark beer and chicken stock, for a rich, savory stew.  Chicken carbonnade.","['Dinner', 'Stew', '1-Pot', 'Gluten-Free', 'Beer', 'Chicken', 'Chicken Thigh', 'Onion']",15 minutes,2 hours,Serves 6-8,"['1 Tbsp unsalted butter', '6 chicken thighs, about 2 to 2 1/2 pounds', 'Salt', '3 pounds yellow onions, sliced 1/4-inch thick, root to stem, about 6-8 cups sliced', '1 Tbsp brown sugar, packed', '2 bay leaves', '2 teaspoons dried thyme', '2 Tbsp smooth Dijon mustard', '1 1/2 cups dark beer', '1 cup chicken stock', 'Freshly ground black pepper']","['Brown the chicken thighs on all sides: Melt the butter in a large, heavy pot with a lid, such as a Dutch oven, over medium-high heat. Pat the chicken thighs dry with paper towels and set them skin side down in the butter. Salt the meat side lightly.']",https://www.simplyrecipes.com/wp-content/uploads/2012/10/beer-braised-chicken-onions-horiz-a-1600.jpg,Elise Bauer
Pickled Eggs,"Pickled eggs! Four ways. Brilliant fuchsia red beet pickled eggs, a Indian version featuring yellow curry, jalapeno pickled eggs, and a tarragon mustard version.","['Snack', 'Easter', 'Gluten-Free', 'Vegetarian', 'Beet', 'Egg', 'Hard Boiled Egg', 'Pickle']",20 minutes,10 minutes,Makes 6 pickled eggs,"['1 beet, peeled and roughly chopped into 1 to 2-inch sized pieces, cooked*', '1 cup beet juice*', '1 cup apple cider vinegar', '1/4 onion, sliced', '1/3 cup granulated sugar', '3 cardamom pods', '1 star anise', '6 hard cooked eggs**, peeled', '1 cup cider vinegar', '3/4 cup water', '1/4 onion, sliced', '3/4 cup white granulated sugar', '3 cardamom pods', '1 teaspoon mustard seeds (yellow or brown)', '1 Tbsp yellow curry powder', '6 hard cooked eggs**, peeled', '3/4 cup cider vinegar', '3/4 cup water', '1/2 cup plus 1 Tbsp white granulated sugar', '6 cloves', '2 jalapeno peppers, sliced in half lengthwise, seeds removed and discarded', '1 teaspoon cumin seeds', '1 bay leaf', '1/2 teaspoon dry oregano', '1/4 onion, sliced', '1 garlic clove, peeled', '6 hard cooked eggs**, peeled', '3/4 cup cider vinegar', '3/4 cup water', '1/4 onion, sliced', '2 sprigs fresh tarragon', '1 teaspoon mustard seeds', '1/2 cup plus 1 Tbsp white granulated sugar', '1 teaspoon herbs de provence', '6 hard cooked eggs**, peeled']","['Peel the eggs and place in the bottom of a clean, quart-sized glass jar.']",https://www.simplyrecipes.com/wp-content/uploads/2011/04/pickled-eggs-horiz-a-2000.jpg,Elise Bauer
Pickled Beets,"A midwestern classic—pickled beets! Our favorite refrigerator pickled beets, roasted or boiled beets, marinated in a cider vinegar vinaigrette.","['Side Dish', 'Gluten-Free', 'Vegetarian', 'Beet', 'Vegetables']",5 minutes,50 minutes,Serves 4,"['1 bunch (4 or 5) beets', '1/4 cup cider vinegar', '1 tablespoon sugar', '1 tablespoon extra virgin olive oil', '1/2 teaspoon dry mustard', 'Salt and pepper']","['Remove greens from beets, save for future use (see beet greens recipe).\xa0Scrub the beets free of any dirt.']",https://www.simplyrecipes.com/wp-content/uploads/2015/01/pickled-beets-vertical-a-1800.jpg,Elise Bauer
Borscht,"Delicious borscht soup made with fresh red beets, beef shank, onions, carrots, potatoes, cabbage, dill, and sour cream.","['Soup', 'Favorite Winter', 'Make-ahead', 'Gluten-Free', 'Beet']",20 minutes,"2 hours, 30 minutes",Serves 6 to 8,"['Extra virgin olive oil or vegetable oil', '1 1/4 pound slice of bone-in beef shank with a lot of meat (or 1 pound of stew beef), excess fat trimmed', '1 large onion,\xa0chopped (about 1 1/2 cups)', '8 cups beef broth or beef stock, divided 4 cups and 4 cups', '4 large beets (about 1 1/2 pounds), peeled, chopped', '4 carrots (1 lb), peeled, chopped', '1 large russet potato (.75 lb), peeled, cut into 1/2-inch cubes', '2 cups thinly sliced cabbage', '3/4 cup chopped fresh dill', '3 tablespoons red wine vinegar', '1 cup sour cream', 'Salt and freshly ground black pepper to taste']","['Brown the beef, add onions:\xa0Heat 2 teaspoons oil in a large, thick-bottomed pot on medium high heat. Add the shank slice or stew beef. Let the beef brown lightly\xa0on one side, then turn over.']",https://www.simplyrecipes.com/wp-content/uploads/2007/12/borscht-vertical-c2-1800.jpg,Elise Bauer
